total_population,male_population,female_population,median_age,white_alone,black_alone,asian_alone,hispanic_or_latino,total_housing_units,occupied_housing_units,vacant_housing_units,median_home_value,median_gross_rent,median_household_income,per_capita_income,poverty_count,in_labor_force,civilian_labor_force,employed,unemployed,bachelors_degree,masters_degree,doctorate_degree,total_commuters,public_transit_commuters,mean_travel_time_to_work,location_name,state,place,year,dataset,fetched_date
169,106,63,,169,0,0,8,69,52,17,187500,,105833,67185,14,101,101,93,8,19,0,0,93,9,70,"Burlington Flats CDP, New York",36,11220,2022,acs/acs5,2025-10-13T11:21:10.425990
260,161,99,,260,0,0,0,120,120,0,,706,69097,32257,17,175,175,175,0,0,31,0,175,0,175,"Busti CDP, New York",36,11440,2022,acs/acs5,2025-10-13T11:21:10.426000
46,24,22,,46,0,0,0,33,33,0,135900,,78125,44950,7,37,37,33,4,9,0,0,33,0,26,"Byersville CDP, New York",36,11550,2022,acs/acs5,2025-10-13T11:21:10.426009
549,272,277,,549,0,0,9,217,217,0,181100,,79904,37595,11,284,284,284,0,88,82,0,284,0,284,"Cadyville CDP, New York",36,11616,2022,acs/acs5,2025-10-13T11:21:10.426018
1353,523,830,,1181,16,0,163,689,579,110,133300,1323,47063,77071,76,742,742,742,0,99,157,9,742,0,583,"Cairo CDP, New York",36,11638,2022,acs/acs5,2025-10-13T11:21:10.426028
3622,1940,1682,,1998,910,103,971,1968,1730,238,209600,1235,60389,31392,172,2466,1129,1082,47,432,105,0,2379,0,2374,"Calcium CDP, New York",36,11671,2022,acs/acs5,2025-10-13T11:21:10.426038
2385,1271,1114,,2195,76,29,16,1060,985,75,156500,848,85208,40517,143,1406,1406,1368,38,331,210,27,1356,0,1261,"Caledonia village, New York",36,11704,2022,acs/acs5,2025-10-13T11:21:10.426047
225,135,90,,196,14,11,39,207,126,81,150000,,70500,52453,30,122,122,100,22,44,62,0,95,3,79,"Callicoon CDP, New York",36,11748,2022,acs/acs5,2025-10-13T11:21:10.426057
6245,3081,3164,,5600,425,0,437,3195,2836,359,172900,1670,56838,39750,997,2684,2664,2512,152,694,269,46,2471,13,2314,"Calverton CDP, New York",36,11781,2022,acs/acs5,2025-10-13T11:21:10.426067
2390,937,1453,,2303,0,46,77,1156,999,157,165800,961,57880,32822,293,1122,1122,1060,62,278,186,34,1052,0,932,"Cambridge village, New York",36,11825,2022,acs/acs5,2025-10-13T11:21:10.426076
2578,1246,1332,,2483,12,5,0,1160,1036,124,147600,760,65000,29866,238,1127,1117,1092,25,357,101,5,1079,22,911,"Camden village, New York",36,11847,2022,acs/acs5,2025-10-13T11:21:10.426088
1316,609,707,,1212,20,26,53,736,703,33,121800,827,51563,31564,153,693,693,646,47,152,71,9,636,8,591,"Camillus village, New York",36,11902,2022,acs/acs5,2025-10-13T11:21:10.426098
685,365,320,,657,18,0,6,256,247,9,88000,,57986,25605,31,189,189,155,34,69,21,0,155,2,141,"Campbell CDP, New York",36,11935,2022,acs/acs5,2025-10-13T11:21:10.426107
1916,935,981,,1755,12,26,73,851,693,158,99500,817,64561,29165,315,859,859,824,35,141,60,6,821,0,769,"Canajoharie village, New York",36,12111,2022,acs/acs5,2025-10-13T11:21:10.426116
10562,4939,5623,,9484,130,67,784,5542,5104,438,212600,1015,59144,40391,853,5773,5773,5565,208,1667,876,156,5417,35,5036,"Canandaigua city, New York",36,12144,2022,acs/acs5,2025-10-13T11:21:10.426130
431,207,224,,428,0,0,28,182,164,18,71700,1475,69444,27411,95,171,171,153,18,15,10,1,153,0,149,"Canaseraga village, New York",36,12177,2022,acs/acs5,2025-10-13T11:21:10.426140
4550,2212,2338,,3670,269,19,33,2211,1837,374,134200,833,69541,31410,521,2468,2454,2373,81,319,286,0,2384,0,2266,"Canastota village, New York",36,12188,2022,acs/acs5,2025-10-13T11:21:10.426150
859,427,432,,846,0,0,7,464,429,35,113400,805,54688,39210,75,406,406,400,6,73,71,0,388,0,334,"Candor village, New York",36,12210,2022,acs/acs5,2025-10-13T11:21:10.426160
2094,1036,1058,,1928,2,97,9,905,816,89,102900,657,64896,29481,329,960,960,840,120,172,154,18,799,5,793,"Canisteo village, New York",36,12254,2022,acs/acs5,2025-10-13T11:21:10.426171
7245,3421,3824,,6083,491,245,323,2320,2197,123,191800,804,57639,25396,781,2814,2814,2596,218,636,468,347,2551,35,2176,"Canton village, New York",36,12331,2022,acs/acs5,2025-10-13T11:21:10.426183
572,261,311,,486,15,0,74,376,211,165,174200,740,61058,34815,77,277,273,254,19,55,67,0,256,0,244,"Cape Vincent village, New York",36,12353,2022,acs/acs5,2025-10-13T11:21:10.426193
272,226,46,,272,0,0,0,226,226,0,,,,73895,0,175,175,175,0,0,0,175,0,0,0,"Captree CDP, New York",36,12402,2022,acs/acs5,2025-10-13T11:21:10.426203
5375,2581,2794,,3403,167,709,547,2038,1915,123,680100,2298,107344,54579,354,2934,2934,2833,101,1178,403,163,2813,415,2582,"Carle Place CDP, New York",36,12419,2022,acs/acs5,2025-10-13T11:21:10.426212
7260,3403,3857,,6501,190,47,498,2904,2856,48,475300,1055,107465,54709,375,3193,3193,3044,149,1087,867,52,3031,171,2806,"Carmel CDP, New York",36,12518,2022,acs/acs5,2025-10-13T11:21:10.426222
577,218,359,,566,0,0,4,830,240,590,114700,,50565,31153,36,276,276,276,0,33,15,0,276,0,239,"Caroga Lake CDP, New York",36,12584,2022,acs/acs5,2025-10-13T11:21:10.426232
3399,1564,1835,,2934,120,4,167,1674,1365,309,121500,978,59519,29352,616,1525,1170,1107,63,436,97,0,1436,6,1414,"Carthage village, New York",36,12683,2022,acs/acs5,2025-10-13T11:21:10.426241
518,246,272,,497,0,0,18,279,219,60,108200,625,59583,35094,58,250,250,235,15,37,38,10,233,0,225,"Cassadaga village, New York",36,12749,2022,acs/acs5,2025-10-13T11:21:10.426252
734,393,341,,674,0,0,0,351,332,19,116700,675,63000,30471,110,331,327,313,14,64,29,0,317,12,314,"Castile village, New York",36,12771,2022,acs/acs5,2025-10-13T11:21:10.426263
1480,640,840,,1370,44,0,69,681,626,55,192000,1144,59453,33761,155,822,822,640,182,179,90,17,627,15,542,"Castleton-on-Hudson village, New York",36,12870,2022,acs/acs5,2025-10-13T11:21:10.426275
403,178,225,,378,14,0,5,147,139,8,151000,904,56250,24823,57,171,171,162,9,32,12,3,160,8,158,"Castorland village, New York",36,12881,2022,acs/acs5,2025-10-13T11:21:10.426285
403,204,199,,365,0,0,3,190,180,10,137500,875,64375,31674,31,207,207,202,5,21,13,0,202,0,179,"Cato village, New York",36,12958,2022,acs/acs5,2025-10-13T11:21:10.426295
3830,2043,1787,,2814,604,60,272,1958,1692,266,202700,1090,70532,40931,688,2104,2104,1972,132,573,184,26,1928,71,1699,"Catskill village, New York",36,13002,2022,acs/acs5,2025-10-13T11:21:10.426305
1111,583,528,,1047,7,0,89,520,419,101,75600,571,57574,24779,181,483,483,444,39,55,53,0,431,0,394,"Cattaraugus village, New York",36,13024,2022,acs/acs5,2025-10-13T11:21:10.426315
387,172,215,,355,0,11,14,204,184,20,149500,670,74167,42915,31,230,230,228,2,28,36,2,226,0,217,"Cayuga village, New York",36,13068,2022,acs/acs5,2025-10-13T11:21:10.426324
4044,2075,1969,,2707,212,794,468,1763,1615,148,389500,1210,121202,74784,354,1668,1668,1633,35,558,593,814,1621,270,1408,"Cayuga Heights village, New York",36,13079,2022,acs/acs5,2025-10-13T11:21:10.426334
2765,1056,1709,,2381,168,78,189,828,681,147,237200,1095,77260,28260,107,1215,1206,1138,68,305,263,43,1070,22,887,"Cazenovia village, New York",36,13145,2022,acs/acs5,2025-10-13T11:21:10.426343
7307,3860,3447,,6213,197,76,1200,2646,2489,157,805900,2106,102561,48127,186,3401,3401,3161,240,786,667,107,3120,294,2746,"Cedarhurst village, New York",36,13233,2022,acs/acs5,2025-10-13T11:21:10.426353
1310,654,656,,1182,2,6,60,554,529,25,78500,845,55625,24976,165,521,521,508,13,88,50,0,505,0,445,"Celoron village, New York",36,13288,2022,acs/acs5,2025-10-13T11:21:10.426364
195,147,48,,195,0,0,0,99,68,31,,,55300,19999,0,86,86,74,12,0,0,0,74,0,74,"Cementon CDP, New York",36,13299,2022,acs/acs5,2025-10-13T11:21:10.426374
31889,15943,15946,,24312,1956,2121,5288,10521,9806,715,439800,2307,122462,46051,1793,16785,16785,15852,933,3870,2403,680,15506,438,14186,"Centereach CDP, New York",36,13376,2022,acs/acs5,2025-10-13T11:21:10.426384
7890,3724,4166,,7151,166,124,1309,2987,2887,100,499800,2142,138102,55280,283,4140,4140,3993,147,901,901,94,3881,96,3635,"Center Moriches CDP, New York",36,13420,2022,acs/acs5,2025-10-13T11:21:10.426393
6040,3058,2982,,5347,23,282,213,2268,2194,74,721100,2950,188750,94096,408,3472,3472,3177,295,1782,1020,89,3120,506,2656,"Centerport CDP, New York",36,13442,2022,acs/acs5,2025-10-13T11:21:10.426403
561,300,261,,540,0,0,0,313,246,67,178400,1057,77303,33631,50,352,352,336,16,14,105,0,336,0,298,"Central Bridge CDP, New York",36,13530,2022,acs/acs5,2025-10-13T11:21:10.426415
36519,18691,17828,,13158,7340,724,21779,10544,9749,795,365700,2116,100459,33138,3711,19256,19247,18386,861,2704,1246,140,17651,544,16460,"Central Islip CDP, New York",36,13552,2022,acs/acs5,2025-10-13T11:21:10.426426
2079,918,1161,,2036,11,3,2,1002,948,54,172400,835,58824,48114,341,1069,1069,1030,39,232,106,0,1022,0,933,"Central Square village, New York",36,13585,2022,acs/acs5,2025-10-13T11:21:10.426446
362,189,173,,335,0,17,19,216,149,67,1513900,3501,204375,164825,60,184,184,180,4,82,61,4,178,30,149,"Centre Island village, New York",36,13618,2022,acs/acs5,2025-10-13T11:21:10.426457
880,427,453,,860,0,0,20,563,500,63,121400,729,62041,38780,0,665,665,651,14,118,52,0,651,0,584,"Chadwicks CDP, New York",36,13662,2022,acs/acs5,2025-10-13T11:21:10.426467
1185,552,633,,1110,13,6,27,561,482,79,123300,1000,59423,31169,106,627,627,604,23,114,55,3,601,0,551,"Champlain village, New York",36,13739,2022,acs/acs5,2025-10-13T11:21:10.426477
2812,1381,1431,,2061,23,427,247,1137,1101,36,708200,2448,185464,102223,44,1555,1555,1453,102,702,640,214,1453,291,1171,"Chappaqua CDP, New York",36,13805,2022,acs/acs5,2025-10-13T11:21:10.426486
781,373,408,,733,27,3,17,403,315,88,110900,850,81328,37750,152,356,356,326,30,85,43,0,323,0,316,"Chateaugay village, New York",36,13981,2022,acs/acs5,2025-10-13T11:21:10.426496
1763,837,926,,1590,19,11,37,941,807,134,253400,1037,92208,44850,136,1098,1098,1067,31,290,241,35,1067,0,965,"Chatham village, New York",36,14003,2022,acs/acs5,2025-10-13T11:21:10.426505
686,317,369,,582,31,9,37,273,226,47,189400,775,73750,34128,90,292,281,271,10,64,48,0,277,3,277,"Chaumont village, New York",36,14036,2022,acs/acs5,2025-10-13T11:21:10.426515
271,164,107,,216,40,0,8,1290,66,1224,835000,,,10804,57,64,64,52,12,23,16,50,52,0,40,"Chautauqua CDP, New York",36,14058,2022,acs/acs5,2025-10-13T11:21:10.426525
476,223,253,,416,11,0,0,165,165,0,156800,961,,21324,155,213,213,213,0,38,39,0,213,0,213,"Chazy CDP, New York",36,14102,2022,acs/acs5,2025-10-13T11:21:10.426534
76483,36922,39561,,58949,10229,2223,3343,35490,34065,1425,152100,969,64066,34897,6568,41898,41852,40217,1635,9510,4568,533,39242,491,36042,"Cheektowaga CDP, New York",36,15000,2022,acs/acs5,2025-10-13T11:21:10.426546
1233,535,698,,711,350,38,138,410,410,0,242400,2571,100183,35533,57,696,696,669,27,109,45,9,669,0,594,"Chelsea Cove CDP, New York",36,15060,2022,acs/acs5,2025-10-13T11:21:10.426556
3224,1672,1552,,3052,0,72,0,1340,1235,105,163200,1035,97321,35957,198,1637,1637,1478,159,357,329,33,1431,12,1316,"Chenango Bridge CDP, New York",36,15121,2022,acs/acs5,2025-10-13T11:21:10.426565
309,139,170,,300,0,0,14,191,132,59,69600,850,65588,36648,13,163,163,144,19,36,14,0,144,0,142,"Cherry Creek CDP, New York",36,15187,2022,acs/acs5,2025-10-13T11:21:10.426575
516,287,229,,500,0,0,6,253,159,94,171400,843,81042,33496,49,301,301,284,17,101,17,2,271,0,261,"Cherry Valley village, New York",36,15242,2022,acs/acs5,2025-10-13T11:21:10.426584
4064,1965,2099,,2540,328,410,782,1659,1554,105,267900,1559,102105,46502,229,2384,2373,2320,53,623,308,0,2200,354,2068,"Chester village, New York",36,15297,2022,acs/acs5,2025-10-13T11:21:10.426594
558,234,324,,521,0,0,0,311,238,73,165600,766,61423,29410,68,372,372,288,84,67,14,0,281,0,238,"Chestertown CDP, New York",36,15363,2022,acs/acs5,2025-10-13T11:21:10.426604
10339,5357,4982,,7952,1299,247,852,2935,2742,193,622100,1792,106918,41748,1587,3803,3803,3590,213,1021,865,220,3459,269,2982,"Chestnut Ridge village, New York",36,15400,2022,acs/acs5,2025-10-13T11:21:10.426613
4884,2703,2181,,4654,15,24,141,2054,1862,192,169600,668,63966,33209,718,2188,2188,2086,102,570,370,33,2074,0,1879,"Chittenango village, New York",36,15561,2022,acs/acs5,2025-10-13T11:21:10.426679
1887,926,961,,1779,30,27,25,873,841,32,183200,1083,83631,44090,29,1020,1020,984,36,321,207,9,951,0,874,"Churchville village, New York",36,15638,2022,acs/acs5,2025-10-13T11:21:10.426690
2523,1234,1289,,2474,31,0,5,1223,1139,84,288000,784,80737,51693,165,1163,1163,1124,39,366,298,104,1124,0,913,"Clarence CDP, New York",36,15814,2022,acs/acs5,2025-10-13T11:21:10.426700
3264,1548,1716,,3152,0,0,0,1145,1105,40,418200,1375,133653,65485,10,1678,1678,1581,97,712,453,117,1581,0,1329,"Clarence Center CDP, New York",36,15836,2022,acs/acs5,2025-10-13T11:21:10.426710
1749,783,966,,1688,1,14,46,1010,929,81,,1151,63980,44999,99,922,883,873,10,189,163,41,881,0,815,"Clark Mills CDP, New York",36,15902,2022,acs/acs5,2025-10-13T11:21:10.426720
5022,2426,2596,,4110,229,139,941,2058,2004,54,186300,1083,81429,41623,528,2534,2534,2493,41,769,422,67,2459,0,2092,"Clarkson CDP, New York",36,15946,2022,acs/acs5,2025-10-13T11:21:10.426729
1042,558,484,,1028,0,14,0,581,420,161,235100,,147500,63285,0,661,661,661,0,132,167,39,661,0,613,"Claverack-Red Mills CDP, New York",36,16050,2022,acs/acs5,2025-10-13T11:21:10.426739
1738,842,896,,1695,7,4,10,1263,900,363,178600,989,56702,38946,271,891,845,815,30,210,118,21,854,4,825,"Clayton village, New York",36,16089,2022,acs/acs5,2025-10-13T11:21:10.426749
276,141,135,,276,0,0,0,161,106,55,111300,1289,84500,39949,11,174,174,170,4,15,17,2,166,0,128,"Clayville village, New York",36,16111,2022,acs/acs5,2025-10-13T11:21:10.426761
849,429,420,,787,0,2,8,354,321,33,126000,1102,73417,38513,132,441,441,412,29,73,21,4,410,0,373,"Cleveland village, New York",36,16188,2022,acs/acs5,2025-10-13T11:21:10.426771
2213,1046,1167,,1651,79,374,52,1037,956,81,277200,1375,84842,54723,18,1162,1156,1108,48,629,134,28,1114,41,1084,"Clifton Gardens CDP, New York",36,16298,2022,acs/acs5,2025-10-13T11:21:10.426781
3962,1847,2115,,3517,73,276,100,1268,1268,0,352500,,165060,53125,0,2161,2161,2118,43,755,604,54,2029,0,1490,"Clifton Knolls-Mill Creek CDP, New York",36,16322,2022,acs/acs5,2025-10-13T11:21:10.426791
2042,897,1145,,1953,26,13,172,832,788,44,159000,724,67500,35223,204,847,847,806,41,170,110,11,801,0,792,"Clifton Springs village, New York",36,16375,2022,acs/acs5,2025-10-13T11:21:10.426800
1928,960,968,,1775,5,32,135,917,831,86,240700,1082,84583,48085,104,1082,1046,1021,25,390,349,68,1047,0,928,"Clinton village, New York",36,16419,2022,acs/acs5,2025-10-13T11:21:10.426810
1493,777,716,,1358,54,0,154,871,724,147,290200,1183,47292,44754,104,760,760,711,49,168,135,0,711,40,626,"Clintondale CDP, New York",36,16452,2022,acs/acs5,2025-10-13T11:21:10.426819
1955,1010,945,,1797,46,0,48,940,885,55,86800,644,57688,30676,247,930,930,826,104,137,81,0,809,6,761,"Clyde village, New York",36,16573,2022,acs/acs5,2025-10-13T11:21:10.426830
4152,1927,2225,,3473,168,116,287,1627,1426,201,168800,846,65610,31691,388,2105,2105,1946,159,574,214,25,1850,18,1602,"Cobleskill village, New York",36,16628,2022,acs/acs5,2025-10-13T11:21:10.426841
1101,554,547,,1022,11,0,1,434,400,34,81700,824,60735,23990,180,518,518,471,47,38,44,0,471,0,435,"Cohocton village, New York",36,16727,2022,acs/acs5,2025-10-13T11:21:10.426852
17960,8084,9876,,13971,1449,403,1063,8892,7785,1107,189800,1183,62679,32778,3359,8708,8675,8040,635,2155,795,68,7872,138,7233,"Cohoes city, New York",36,16749,2022,acs/acs5,2025-10-13T11:21:10.426862
217,106,111,,174,0,0,2,98,89,9,117000,,97917,43325,19,112,112,110,2,17,4,0,110,0,109,"Cold Brook village, New York",36,16815,2022,acs/acs5,2025-10-13T11:21:10.426872
1844,854,990,,1683,15,33,112,962,845,117,560500,1553,112109,68248,161,1003,1003,947,56,517,285,40,850,247,616,"Cold Spring village, New York",36,16936,2022,acs/acs5,2025-10-13T11:21:10.426882
2979,1597,1382,,2618,0,84,123,1046,967,79,1402600,,250001,90961,34,1612,1612,1572,40,739,392,70,1572,217,1168,"Cold Spring Harbor CDP, New York",36,16958,2022,acs/acs5,2025-10-13T11:21:10.426891
7767,4087,3680,,6351,192,647,313,3121,3058,63,248000,1614,100093,44549,430,3869,3866,3763,103,957,757,71,3750,31,3291,"Colonie village, New York",36,17332,2022,acs/acs5,2025-10-13T11:21:10.426900
274,132,142,,274,0,0,0,135,127,8,108300,,70724,35922,51,134,134,134,0,59,8,3,131,0,114,"Colton CDP, New York",36,17398,2022,acs/acs5,2025-10-13T11:21:10.426910
35770,17907,17863,,31337,601,1915,3060,11783,11430,353,626500,2307,168804,67118,801,19550,19550,18803,747,7548,5360,526,18365,1032,15805,"Commack CDP, New York",36,17530,2022,acs/acs5,2025-10-13T11:21:10.426920
124,61,63,,124,0,0,0,62,62,0,114300,,82500,41927,0,66,66,59,7,24,6,0,59,0,59,"Conesus CDP, New York",36,17607,2022,acs/acs5,2025-10-13T11:21:10.426931
1925,989,936,,1762,0,0,98,1803,910,893,344500,1058,88542,64318,36,949,949,889,60,308,258,24,846,0,704,"Conesus Lake CDP, New York",36,17622,2022,acs/acs5,2025-10-13T11:21:10.426941
7882,3668,4214,,5429,238,964,1421,2662,2571,91,535400,2126,136791,58296,380,4230,4230,4025,205,1621,880,102,3976,65,3465,"Congers CDP, New York",36,17739,2022,acs/acs5,2025-10-13T11:21:10.426950
307,179,128,,302,0,0,2,150,126,24,82500,1010,68750,29314,25,150,150,138,12,8,24,0,138,0,129,"Constableville village, New York",36,17882,2022,acs/acs5,2025-10-13T11:21:10.426960
1577,904,673,,1417,0,0,146,587,538,49,171600,,69769,41197,59,872,872,774,98,57,0,0,734,0,660,"Constantia CDP, New York",36,17893,2022,acs/acs5,2025-10-13T11:21:10.426970
432,202,230,,307,75,0,40,213,120,93,98500,,90595,56639,42,257,257,250,7,19,0,0,250,0,250,"Coopers Plains CDP, New York",36,18036,2022,acs/acs5,2025-10-13T11:21:10.426981
2034,1016,1018,,1722,61,87,74,1055,851,204,400000,1131,80139,56348,165,1016,1016,960,56,399,374,43,941,0,772,"Cooperstown village, New York",36,18047,2022,acs/acs5,2025-10-13T11:21:10.426990
235,137,98,,235,0,0,0,137,109,28,185300,,109181,43566,0,145,145,145,0,33,0,10,145,29,145,"Copake CDP, New York",36,18091,2022,acs/acs5,2025-10-13T11:21:10.427000
179,148,31,,137,0,0,0,122,94,28,,1051,93512,35779,56,95,95,95,0,0,0,0,95,0,95,"Copake Falls CDP, New York",36,18113,2022,acs/acs5,2025-10-13T11:21:10.427010
817,435,382,,763,0,6,59,743,368,375,450000,,113550,68946,0,398,398,389,9,173,166,24,389,12,330,"Copake Lake CDP, New York",36,18124,2022,acs/acs5,2025-10-13T11:21:10.427019
723,408,315,,615,4,8,18,374,318,56,134500,856,75938,30895,122,386,373,361,12,70,29,3,366,0,352,"Copenhagen village, New York",36,18135,2022,acs/acs5,2025-10-13T11:21:10.427029
23442,11460,11982,,12639,1447,537,9707,7505,7084,421,430600,1977,116060,41141,2433,12728,12655,11984,671,2376,1196,124,11669,726,10933,"Copiague CDP, New York",36,18146,2022,acs/acs5,2025-10-13T11:21:10.427040
42169,20148,22021,,28432,6176,1963,7935,16222,15496,726,380300,2383,95940,46480,3921,22865,22832,21986,846,6129,2666,338,21552,893,20176,"Coram CDP, New York",36,18157,2022,acs/acs5,2025-10-13T11:21:10.427050
852,390,462,,800,9,0,28,370,336,34,137000,812,77250,35609,40,510,510,487,23,122,32,0,480,3,475,"Corfu village, New York",36,18201,2022,acs/acs5,2025-10-13T11:21:10.427059
2569,1445,1124,,2486,3,0,74,1230,1007,223,169300,910,71845,33767,372,1283,1283,1197,86,170,66,13,1181,5,1157,"Corinth village, New York",36,18212,2022,acs/acs5,2025-10-13T11:21:10.427069
10685,5097,5588,,9775,283,257,319,5762,5284,478,142500,1005,59453,41672,1775,5870,5870,5471,399,1636,1222,366,5354,7,4791,"Corning city, New York",36,18256,2022,acs/acs5,2025-10-13T11:21:10.427080
3044,1429,1615,,2724,74,70,266,1274,1211,63,418000,1373,117708,59859,93,1685,1632,1620,12,460,568,107,1664,17,1458,"Cornwall-on-Hudson village, New York",36,18333,2022,acs/acs5,2025-10-13T11:21:10.427089
17574,8408,9166,,15647,700,288,785,7850,6934,916,131000,871,55042,26198,3234,9307,9307,8699,608,1424,772,250,8529,106,8079,"Cortland city, New York",36,18388,2022,acs/acs5,2025-10-13T11:21:10.427100
1168,667,501,,1058,56,29,0,490,434,56,222000,,105417,44112,54,674,674,638,36,246,102,33,622,0,501,"Cortland West CDP, New York",36,18443,2022,acs/acs5,2025-10-13T11:21:10.427111
5811,2981,2830,,5193,182,176,58,2204,2128,76,347800,1572,127639,55223,67,3113,3113,3076,37,1125,1029,129,3076,8,2625,"Country Knolls CDP, New York",36,18542,2022,acs/acs5,2025-10-13T11:21:10.427124
255,147,108,,232,0,3,10,121,101,20,1525000,3094,209375,182753,15,134,134,131,3,58,27,7,131,11,125,"Cove Neck village, New York",36,18597,2022,acs/acs5,2025-10-13T11:21:10.427142
2766,1433,1333,,2627,3,0,124,1215,1066,149,232000,835,62857,39156,128,1096,1096,1009,87,510,220,0,1009,0,965,"Coxsackie village, New York",36,18718,2022,acs/acs5,2025-10-13T11:21:10.427152
472,245,227,,472,0,0,0,326,155,171,191100,,113381,35204,0,285,285,285,0,89,25,0,214,0,204,"Cragsmoor CDP, New York",36,18762,2022,acs/acs5,2025-10-13T11:21:10.427163
124,60,64,,124,0,0,0,307,65,242,,,86250,59526,8,33,33,33,0,22,27,5,32,0,28,"Cranberry Lake CDP, New York",36,18817,2022,acs/acs5,2025-10-13T11:21:10.427172
1858,798,1060,,1698,160,0,25,785,742,43,214800,,148519,60168,0,988,988,961,27,385,368,107,961,0,751,"Crest View Heights CDP, New York",36,18993,2022,acs/acs5,2025-10-13T11:21:10.427182
